,feature_0,feature_1,feature_2,feature_3,val_dice_DSC_mean,test_dice_DSC_mean,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*4.0_70.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8083528081576029,0.7247623205184937,self-paced,method_soft,loss_params*4.0_70.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*4.0_70.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.26742995778719586,0.32283394038677216,self-paced,method_soft,loss_params*4.0_70.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*4.0_70.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3268125156561534,0.6119783918062845,self-paced,method_soft,loss_params*4.0_70.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*4.0_70.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8535642425219218,0.8416400949160258,self-paced,method_soft,loss_params*4.0_70.0,type_inversesquare,tra,ratio_1.0
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*2.0_80.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.7875414888064066,0.6993688146273295,self-paced,method_soft,loss_params*2.0_80.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*2.0_80.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.2985810687144597,0.41508689522743225,self-paced,method_soft,loss_params*2.0_80.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*2.0_80.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.31595683097839355,0.5620452463626862,self-paced,method_soft,loss_params*2.0_80.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*2.0_80.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8609334429105123,0.8433652917544047,self-paced,method_soft,loss_params*2.0_80.0,type_inversesquare,tra,ratio_1.0
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.0_60.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8152908682823181,0.7260528008143107,self-paced,method_soft,loss_params*3.0_60.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.0_60.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3077243467171987,0.3975210537513097,self-paced,method_soft,loss_params*3.0_60.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.0_60.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3713770608107249,0.5929295420646667,self-paced,method_soft,loss_params*3.0_60.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.0_60.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8691189686457316,0.8416214783986411,self-paced,method_soft,loss_params*3.0_60.0,type_inversesquare,tra,ratio_1.0
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*2.5_60.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8212240735689799,0.7243306040763855,self-paced,method_soft,loss_params*2.5_60.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*2.5_60.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3000955830017726,0.4384513050317764,self-paced,method_soft,loss_params*2.5_60.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*2.5_60.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3506406048933665,0.561398317416509,self-paced,method_soft,loss_params*2.5_60.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*2.5_60.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8652867476145426,0.8417175610860189,self-paced,method_soft,loss_params*2.5_60.0,type_inversesquare,tra,ratio_1.0
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.5_60.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8208823601404825,0.7513306538263956,self-paced,method_soft,loss_params*3.5_60.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.5_60.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3261454453070958,0.3100407073895137,self-paced,method_soft,loss_params*3.5_60.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.5_60.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.35177061955134076,0.5641325116157532,self-paced,method_soft,loss_params*3.5_60.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.5_60.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8773483236630758,0.8386684258778891,self-paced,method_soft,loss_params*3.5_60.0,type_inversesquare,tra,ratio_1.0
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*1.0_50.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8031467199325562,0.7475404938062032,self-paced,method_soft,loss_params*1.0_50.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*1.0_50.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.34981760879357654,0.4326617121696472,self-paced,method_soft,loss_params*1.0_50.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*1.0_50.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3686628937721253,0.6065235535303751,self-paced,method_soft,loss_params*1.0_50.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*1.0_50.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8668879270553589,0.8312085866928101,self-paced,method_soft,loss_params*1.0_50.0,type_inversesquare,tra,ratio_1.0
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*2.5_80.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8139718770980835,0.7398632963498434,self-paced,method_soft,loss_params*2.5_80.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*2.5_80.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.282514289021492,0.40715038776397705,self-paced,method_soft,loss_params*2.5_80.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*2.5_80.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.30715612570444745,0.5525102019309998,self-paced,method_soft,loss_params*2.5_80.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*2.5_80.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8517611424128214,0.8338978489240011,self-paced,method_soft,loss_params*2.5_80.0,type_inversesquare,tra,ratio_1.0
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.5_70.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.7796680529912313,0.726392924785614,self-paced,method_soft,loss_params*3.5_70.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.5_70.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.31489627559979755,0.4145979086558024,self-paced,method_soft,loss_params*3.5_70.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.5_70.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3006100555260976,0.5984319249788921,self-paced,method_soft,loss_params*3.5_70.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.5_70.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8612364729245504,0.8342962861061096,self-paced,method_soft,loss_params*3.5_70.0,type_inversesquare,tra,ratio_1.0
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*4.0_60.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8223862449328104,0.7374030152956644,self-paced,method_soft,loss_params*4.0_60.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*4.0_60.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.31616272528966266,0.461002101500829,self-paced,method_soft,loss_params*4.0_60.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*4.0_60.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3235449492931366,0.5472812851270039,self-paced,method_soft,loss_params*4.0_60.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*4.0_60.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8615967830022176,0.8325719038645426,self-paced,method_soft,loss_params*4.0_60.0,type_inversesquare,tra,ratio_1.0
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.5_80.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8106715083122253,0.7223957180976868,self-paced,method_soft,loss_params*3.5_80.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.5_80.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3345468839009603,0.453563670317332,self-paced,method_soft,loss_params*3.5_80.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.5_80.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.30115418632825214,0.5521169702212015,self-paced,method_soft,loss_params*3.5_80.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.5_80.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8678353031476339,0.8298055132230123,self-paced,method_soft,loss_params*3.5_80.0,type_inversesquare,tra,ratio_1.0
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*4.5_70.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8103826642036438,0.7296566168467203,self-paced,method_soft,loss_params*4.5_70.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*4.5_70.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.31593894958496094,0.36188745995362603,self-paced,method_soft,loss_params*4.5_70.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*4.5_70.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.31624501943588257,0.581294576327006,self-paced,method_soft,loss_params*4.5_70.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*4.5_70.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8468085924784342,0.8324329853057861,self-paced,method_soft,loss_params*4.5_70.0,type_inversesquare,tra,ratio_1.0
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*1.0_80.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8242371678352356,0.7591046492258707,self-paced,method_soft,loss_params*1.0_80.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*1.0_80.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3295940856138865,0.38087662061055494,self-paced,method_soft,loss_params*1.0_80.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*1.0_80.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3187664846579234,0.5350552995999655,self-paced,method_soft,loss_params*1.0_80.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*1.0_80.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8588878115018209,0.8410755395889282,self-paced,method_soft,loss_params*1.0_80.0,type_inversesquare,tra,ratio_1.0
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.0_70.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8209654688835144,0.7310263514518738,self-paced,method_soft,loss_params*3.0_70.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.0_70.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.30698149402936303,0.4718777338663737,self-paced,method_soft,loss_params*3.0_70.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.0_70.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.33552085359891254,0.5823058684666952,self-paced,method_soft,loss_params*3.0_70.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.0_70.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8753784497578939,0.8430989782015482,self-paced,method_soft,loss_params*3.0_70.0,type_inversesquare,tra,ratio_1.0
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*1.0_60.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8097272713979086,0.7174760500590006,self-paced,method_soft,loss_params*1.0_60.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*1.0_60.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3574749131997426,0.4967289467652638,self-paced,method_soft,loss_params*1.0_60.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*1.0_60.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3876989185810089,0.5920949379603068,self-paced,method_soft,loss_params*1.0_60.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*1.0_60.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8556872407595316,0.8280253807703654,self-paced,method_soft,loss_params*1.0_60.0,type_inversesquare,tra,ratio_1.0
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.0_50.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8044863939285278,0.7043280601501465,self-paced,method_soft,loss_params*3.0_50.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.0_50.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3324185659488042,0.3750368853410085,self-paced,method_soft,loss_params*3.0_50.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.0_50.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.35755481322606397,0.5653786063194275,self-paced,method_soft,loss_params*3.0_50.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.0_50.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8721750577290853,0.8292301495869955,self-paced,method_soft,loss_params*3.0_50.0,type_inversesquare,tra,ratio_1.0
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*2.5_70.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8288591901461283,0.7432469526926676,self-paced,method_soft,loss_params*2.5_70.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*2.5_70.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.32981938123703003,0.4782988826433818,self-paced,method_soft,loss_params*2.5_70.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*2.5_70.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3255995810031891,0.5846661130587261,self-paced,method_soft,loss_params*2.5_70.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*2.5_70.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8643709421157837,0.8358238339424133,self-paced,method_soft,loss_params*2.5_70.0,type_inversesquare,tra,ratio_1.0
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.5_50.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8280184666315714,0.7554800510406494,self-paced,method_soft,loss_params*3.5_50.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.5_50.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3129910777012507,0.3900535901387533,self-paced,method_soft,loss_params*3.5_50.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.5_50.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.30370598038037616,0.5606758793195089,self-paced,method_soft,loss_params*3.5_50.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*3.5_50.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8596024711926779,0.8314760724703469,self-paced,method_soft,loss_params*3.5_50.0,type_inversesquare,tra,ratio_1.0
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*1.5_60.0/type_inversesquare/tra/ratio_0.34/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8041121562321981,0.7271800835927328,self-paced,method_soft,loss_params*1.5_60.0,type_inversesquare,tra,ratio_0.34
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*1.5_60.0/type_inversesquare/tra/ratio_0.09/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3259715686241786,0.31069816897312796,self-paced,method_soft,loss_params*1.5_60.0,type_inversesquare,tra,ratio_0.09
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*1.5_60.0/type_inversesquare/tra/ratio_0.17/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.3059390882651011,0.5173190732796987,self-paced,method_soft,loss_params*1.5_60.0,type_inversesquare,tra,ratio_0.17
githash_04cc43d/mmwhs/random_seed_30/sample_num_10/global_Conv5_1.0/contrast_on_patient/self-paced/method_soft/loss_params*1.5_60.0/type_inversesquare/tra/ratio_1.0/storage.csv,random_seed_30,sample_num_10,global_Conv5_1.0,contrast_on_patient,0.8679306507110596,0.8366929292678833,self-paced,method_soft,loss_params*1.5_60.0,type_inversesquare,tra,ratio_1.0
