,pretrain_lr_mean,pretrain_reg_loss_mean,pretrain_mi_mean,pretrain_individual_mis_Conv5|0
70,0.00010617916102096117,2.516154851118723,-2.516154851118723,-2.516154851118723
71,0.00010007500000000003,2.514164563814799,-2.514164563814799,-2.514164563814799
72,9.409264311657069e-05,2.5168523128827394,-2.5168523128827394,-2.5168523128827394
73,8.82393789510242e-05,2.493475652535756,-2.493475652535756,-2.493475652535756
74,8.252233880412002e-05,2.5049047732353205,-2.5049047732353205,-2.5049047732353205
75,7.694848800863462e-05,2.500359988212585,-2.500359988212585,-2.500359988212585
76,7.152461744317645e-05,2.4877598237991334,-2.4877598237991334,-2.4877598237991334
77,6.625733525854629e-05,2.489357167085012,-2.489357167085012,-2.489357167085012
78,6.115305882672354e-05,2.4884550007184347,-2.4884550007184347,-2.4884550007184347
79,5.6218006922286694e-05,2.4723111907641067,-2.4723111907641067,-2.4723111907641067
