,tra_lr_mean,tra_sup_loss_mean,tra_sup_dice_DSC1,tra_sup_dice_DSC2,tra_sup_dice_DSC3,tra_sup_dice_DSC_mean,val_loss_mean,val_dice_DSC1,val_dice_DSC2,val_dice_DSC3,val_dice_DSC_mean
0,1e-07,1.1090624173482244,0.09046974033117294,0.027896810322999954,0.26203054189682007,0.12679903085033098,1.103589562269358,0.042412955313920975,0.025782573968172073,0.23676131665706635,0.1016522819797198
1,2.09e-06,1.0636907331148775,0.17636853456497192,0.04015184938907623,0.5206472873687744,0.24572255710760751,1.0458040008178124,0.14566050469875336,0.03641275316476822,0.5500442385673523,0.24403916547695795
2,4.08e-06,0.9285964401563005,0.5628535747528076,0.019696194678544998,0.7474674582481384,0.4433390758931637,0.9293013696487132,0.379438191652298,0.008367002010345459,0.6491459608078003,0.34565038482348126
3,6.07e-06,0.8233547437191012,0.7920565605163574,0.04472872242331505,0.7744395136833191,0.5370749322076639,0.8457623307521527,0.48891279101371765,0.028394805267453194,0.6522949934005737,0.3898675298939149
4,8.059999999999999e-06,0.7556765109300615,0.8786703944206238,0.2650437653064728,0.7717602252960205,0.6384914616743723,0.7854874775959896,0.5346704721450806,0.19359523057937622,0.6819949746131897,0.47008689244588214
5,1.005e-05,0.7081391161680216,0.9224558472633362,0.6953586339950562,0.8727555871009827,0.8301900227864584,0.7424149582019218,0.5705777406692505,0.499248743057251,0.7672986388206482,0.6123750408490499
6,1.204e-05,0.6701168260971709,0.9411898851394653,0.8453200459480286,0.9449914693832397,0.9105004668235779,0.7029894154805404,0.5930516123771667,0.6139385104179382,0.8158831000328064,0.6742910742759705
7,1.4030000000000001e-05,0.6352248636881511,0.9525085687637329,0.8796811699867249,0.9574832916259766,0.9298910101254781,0.6726093292236328,0.5911679863929749,0.6289145350456238,0.8175914883613586,0.6792246699333191
8,1.602e-05,0.6048528462648396,0.9570655822753906,0.8923472166061401,0.9620848894119263,0.937165896097819,0.6454036946480091,0.6116982102394104,0.6678565144538879,0.829409658908844,0.7029881278673807
9,1.801e-05,0.5741849585374194,0.9610868096351624,0.901767909526825,0.9645295143127441,0.9424614111582438,0.6156263145116659,0.6162314414978027,0.6833444833755493,0.8324845433235168,0.7106868227322897
10,1.9999999999999998e-05,0.5419729586442311,0.964434802532196,0.9076051712036133,0.9666059613227844,0.9462153116861979,0.5808650690775653,0.6162540316581726,0.6761482357978821,0.8254645466804504,0.7059556047121683
11,1.9999999999999998e-05,0.511985861361027,0.966343343257904,0.9128537178039551,0.9679639935493469,0.949053684870402,0.5546374366833614,0.6155651807785034,0.6808353662490845,0.82708340883255,0.7078279852867126
12,1.9993938728840002e-05,0.48322484701871876,0.9695754051208496,0.9183594584465027,0.9698864221572876,0.9526070952415466,0.5367967234208035,0.6051674485206604,0.6929293870925903,0.8316514492034912,0.7099160949389139
13,1.997576230008525e-05,0.4564303104082744,0.9708202481269836,0.9208446145057678,0.9707295298576355,0.9541314641634623,0.5086617034215196,0.6312152743339539,0.6966184973716736,0.8278950452804565,0.7185762723286947
14,1.9945492858914318e-05,0.43133578777313236,0.9718039035797119,0.9232714772224426,0.9714866280555725,0.9555206696192423,0.486625163600995,0.6259849667549133,0.6970549821853638,0.8295653462409973,0.7175350983937582
