,tra_lr_mean,tra_reg_weight_mean,tra_sup_loss_mean,tra_reg_loss_mean,tra_sup_dice_DSC1,tra_sup_dice_DSC2,tra_sup_dice_DSC3,tra_sup_dice_DSC_mean,tra_mi_mean,tra_individual_mis_Conv5,tra_individual_mis_Up_conv2,tra_individual_mis_Up_conv3,tra_uda_mean,tra_iic_weight_mean,tra_uda_weight_mean,val_loss_mean,val_dice_DSC1,val_dice_DSC2,val_dice_DSC3,val_dice_DSC_mean
0,1e-07,1.0,1.4086088565985357,0.027438140334561472,0.028573859483003616,0.09964564442634583,0.11037759482860565,0.07953236624598503,0.002882947234126427,4.2469703534682906e-05,0.005373694072477519,0.003232677700774123,0.005545286993340901,0.1,5.0,1.4094092020621667,0.045515026897192,0.07605515420436859,0.10073880106210709,0.07410299405455589
1,4.09e-06,1.0,1.3662016431490576,0.019589462560446337,0.022379081696271896,0.1075088232755661,0.14561836421489716,0.09183542306224506,0.003327035527521123,9.988002516602513e-05,0.006304573169133313,0.003576653115451336,0.003984433225123211,0.1,5.0,1.3656651285978465,0.0223056823015213,0.09360722452402115,0.13580995798110962,0.08390762160221736
2,8.079999999999999e-06,1.0,1.2646579241752627,0.00878772375484308,0.046438634395599365,0.09144827723503113,0.1538577377796173,0.0972482164700826,0.005695765134878451,0.0004979721926603515,0.00890293245514234,0.007686390314872068,0.0018714600551174956,0.1,5.0,1.2756811884733346,0.0607500895857811,0.089283287525177,0.21310579776763916,0.12104639162619908
3,1.207e-05,1.0,1.1586011981964117,0.005547911874406661,0.1317535638809204,0.051693230867385864,0.2236514389514923,0.1356994112332662,0.009728987307753414,0.008450751541534676,0.010826673140594113,0.009909536312334235,0.0013041621293329324,0.1,5.0,1.1562396196218634,0.15781395137310028,0.0872136726975441,0.348659485578537,0.1978957032163938
4,1.606e-05,1.0,1.0874202473958337,0.003060314696825419,0.16742479801177979,0.05226079002022743,0.2916112542152405,0.17043228074908257,0.02399415338722369,0.05059148829701978,0.009191144654372083,0.012199825261098644,0.0010919460165314376,0.1,5.0,1.0910835564136505,0.19892552495002747,0.08299367874860764,0.34806689620018005,0.20999536663293839
5,2.005e-05,1.0,1.0161576557159417,-0.00013183516760667145,0.18225297331809998,0.0953923761844635,0.38977667689323425,0.22247400879859924,0.05384397761275373,0.13484437584670855,0.010068352360588818,0.016619200399145488,0.0010505125334990834,0.1,5.0,1.0836977729430568,0.17442619800567627,0.13766571879386902,0.3150290548801422,0.20904032389322916
6,2.404e-05,1.0,0.9499912981192271,-0.00241949277697131,0.19207699596881866,0.2986372709274292,0.42228665947914124,0.3043336421251297,0.08493804469704631,0.21522662855839964,0.011361228898167616,0.028226268632958323,0.0012148623686516664,0.1,5.0,1.0099670015848599,0.21143512427806854,0.354387104511261,0.4172070622444153,0.3276764303445816
7,2.803e-05,1.0,0.8764264676968251,-0.003496791868625827,0.21990326046943665,0.48546159267425537,0.4920148253440857,0.3991265594959259,0.11457881982748705,0.2808104439141852,0.015393751696683456,0.047532254392281204,0.0015922180616568461,0.1,5.0,0.9488496505297147,0.27594342827796936,0.5025755763053894,0.44459858536720276,0.4077058633168538
8,3.2019999999999995e-05,1.0,0.7939358063538875,-0.0021897356786454705,0.2199457585811615,0.5702816247940063,0.5362105369567871,0.442145973443985,0.1307626941675942,0.3008710087892055,0.018201201530173433,0.07321586224560939,0.0021773067958808195,0.1,5.0,1.0727965396184187,0.1430579423904419,0.3447268307209015,0.3415103852748871,0.27643171946207684
9,3.601e-05,1.0,0.7086046248674392,-0.0024902290788789585,0.23947551846504211,0.642852246761322,0.6712519526481628,0.5178599059581757,0.1531557189424833,0.3257022359268739,0.024010878209179885,0.10975403094043334,0.0025650686134273803,0.1,5.0,1.0767067647897282,0.22651325166225433,0.6053990721702576,0.32536551356315613,0.38575927913188934
10,3.9999999999999996e-05,1.0,0.6220610642433163,-0.0025713971784959216,0.1898970752954483,0.6812546253204346,0.7722039222717285,0.5477852076292038,0.1723720391094684,0.32658577935459715,0.03443516474061955,0.15609515725324546,0.002933161409649377,0.1,5.0,0.9526825914016136,0.2053108960390091,0.5912123918533325,0.5948769450187683,0.4638000776370366
11,3.9999999999999996e-05,1.0,0.5501213446259495,-0.004864615301291149,0.12661366164684296,0.715202808380127,0.8202629089355469,0.5540264596541723,0.2046530825148026,0.3693003394835009,0.0462518897373229,0.1984070013960203,0.0031201386451721195,0.1,5.0,0.7941718250513078,0.07332223653793335,0.610918402671814,0.747955858707428,0.4773988326390584
12,3.998784699903096e-05,1.0,0.4744845104217529,-0.0034720529212305933,0.0725322887301445,0.7416110038757324,0.8419377207756042,0.5520270044604937,0.21775355127950513,0.36472190055375336,0.05932709657587108,0.2292116375267505,0.0036606605106499056,0.1,5.0,0.6726257262321619,0.09367576241493225,0.6460605263710022,0.734643816947937,0.49146003524462384
13,3.995140280268349e-05,1.0,0.4152012689908346,-0.004668055744841699,0.03653533011674881,0.7627954483032227,0.8573392629623413,0.5522233471274376,0.24295275879402958,0.3970513447032615,0.07246949704363945,0.2593374170114597,0.0039254441147204494,0.1,5.0,0.5743153381806152,0.12368445843458176,0.685964047908783,0.8223949074745178,0.5440144712726275
14,3.989071181259705e-05,1.0,0.3663211609919863,-0.0071595319857200015,0.10503603518009186,0.7788116931915283,0.8696672320365906,0.5845049868027369,0.26059600407878564,0.40934407763804004,0.08825819349537292,0.2841857171803712,0.0037800137768499564,0.1,5.0,0.8031766277093153,0.20262756943702698,0.6223897337913513,0.7714149355888367,0.5321440796057383
15,3.9805847971394324e-05,1.0,0.3190777546664078,-0.009520816893006365,0.35591939091682434,0.7980021834373474,0.8797562718391418,0.6778926153977712,0.2850400321930648,0.44174269335344407,0.10594724990427484,0.3074301298459371,0.0037966373807285007,0.1,5.0,0.7333627973611538,0.3991512954235077,0.6419743299484253,0.7845562696456909,0.6085606316725413
16,3.9696914672593547e-05,1.0,0.28232172076900786,-0.010135948223372304,0.556183934211731,0.7993870377540588,0.8798430562019348,0.7451380093892416,0.29895036454002055,0.4467534922804526,0.12407474443316463,0.3260228324929877,0.0039518177598559644,0.1,5.0,0.6430038488828219,0.49567773938179016,0.6942727565765381,0.8132271766662598,0.6677258908748627
