,pretrain_lr_mean,pretrain_reg_loss_mean,pretrain_mi_mean,pretrain_individual_mis_Conv5,pretrain_individual_mis_Up_conv2,pretrain_individual_mis_Up_conv3,pretrain_uda_mean,pretrain_iic_weight_mean,pretrain_uda_weight_mean
0,1e-06,-0.003582743304626394,0.004072337004666527,0.003720657863420153,0.0053643869096413254,0.003131965915672483,0.004895936843628689,1.0,0.1
1,3.09e-05,-0.13118571532579756,0.1312537631392479,0.2940897083654999,0.043421545806340896,0.056250024987384684,0.0006804789048813588,1.0,0.1
2,6.0799999999999994e-05,-0.3259392964839938,0.3259539552529657,0.6230648623903593,0.11880277693271636,0.23599419720470913,0.00014658707368653273,1.0,0.1
3,9.07e-05,-0.521756401459376,0.5217673669258757,0.8673365743954972,0.22134110361337658,0.4766243704160055,0.00010966376796811045,1.0,0.1
4,0.00012059999999999999,-0.7475977869828542,0.7476075774431227,1.0763422481218965,0.3790823902686436,0.7873980359236399,9.79072131425103e-05,1.0,0.1
5,0.0001505,-0.9351723625262578,0.9351847505569457,1.1274985492229463,0.5916361659765241,1.0864194567998249,0.00012387646943049424,1.0,0.1
6,0.0001804,-1.1077298225959136,1.1077422650655113,1.3020590853691092,0.8086167758703229,1.2125508459409071,0.00012443075314270868,1.0,0.1
7,0.0002103,-1.2039104262987774,1.2039217166105904,1.430163209835688,0.9233680417140324,1.2582337900002796,0.00011290243271408448,1.0,0.1
8,0.00024019999999999998,-1.265164943933487,1.2651772987842569,1.5400454882780714,0.9733093794186914,1.2821769197781885,0.00012354809142076795,1.0,0.1
9,0.0002701,-1.2998149391015386,1.2998283410072338,1.6116430000464124,0.9980261464913678,1.289815743366877,0.00013399599971307896,1.0,0.1
10,0.0003,-1.3545245162645962,1.3545382905006413,1.6696167214711508,1.0082381906112037,1.3857598229249317,0.00013773130300251063,1.0,0.1
11,0.0003,-1.414801812171936,1.4148283624649056,1.7276470212141686,1.0293353128433225,1.4875025780995688,0.00026551049467040403,1.0,0.1
12,0.0002999086545115134,-1.4846049622694653,1.484641082684199,1.794963752031326,1.0568187204996748,1.6021406062444046,0.00036120531352935343,1.0,0.1
