,tra_lr_mean,tra_reg_weight_mean,tra_sup_loss_mean,tra_sup_dice_DSC1,tra_sup_dice_DSC2,tra_sup_dice_DSC3,tra_sup_dice_DSC_mean,val_loss_mean,val_dice_DSC1,val_dice_DSC2,val_dice_DSC3,val_dice_DSC_mean
0,1e-07,,1.4651700317859648,0.05163763836026192,0.08227324485778809,0.0633908063173294,0.06576722984512647,1.5023930026934698,0.007500891573727131,0.0676998645067215,0.01162644661962986,0.02894240090002616
1,4.09e-06,,1.3109638114770255,0.0465962216258049,0.08900993317365646,0.09352616965770721,0.07637744148572286,1.2686150945149934,0.01597125455737114,0.08246950060129166,0.09288699924945831,0.06377591813604037
2,8.079999999999999e-06,,1.1230353764692935,0.03537369146943092,0.07475791126489639,0.14512185752391815,0.08508448675274849,1.0840158714697912,0.002573656616732478,0.018726879730820656,0.1971811056137085,0.0728272139870872
3,1.207e-05,,1.0085778190692265,0.03165812790393829,0.03714112192392349,0.20794953405857086,0.09224959462881088,0.9931998757215647,0.0019648869056254625,0.0062341089360415936,0.19479912519454956,0.06766604034540553
4,1.606e-05,,0.8967964754501977,0.017456110566854477,0.02198253758251667,0.22829990088939667,0.0892461830129226,0.8561860620975495,0.0005976309184916317,5.340860752767185e-06,0.21325960755348206,0.07128752644424215
5,2.005e-05,,0.7933015831311546,0.008856110274791718,0.00023394123127218336,0.24003447592258453,0.08304150914288282,0.7439021055514995,0.00035641028080135584,9.3301276427038e-11,0.23513886332511902,0.07849842456640722
6,2.404e-05,,0.697690161466598,0.0009284400148317218,3.25260586693521e-12,0.20830680429935455,0.06974508143914629,0.6627986499896416,1.2067737770848908e-05,9.3301276427038e-11,0.15397658944129944,0.051329552424123855
7,2.803e-05,,0.6139581980307895,0.0004505794495344162,3.2465540672488302e-12,0.15192654728889465,0.05079237558055854,0.583197181041424,0.00045075573143549263,9.3301276427038e-11,0.24337534606456757,0.08127536729643478
8,3.2019999999999995e-05,,0.5417099549372987,0.0007660946575924754,3.247392806049465e-12,0.10917492210865021,0.03664700558983002,0.498376666353299,8.492626875522546e-06,9.3301276427038e-11,0.03643175959587097,0.012146750772015923
9,3.601e-05,,0.4812736978133517,0.0005187560454942286,2.9574081850114453e-07,0.10648168623447418,0.03566691267359564,0.42594420222135687,1.1096706886704055e-10,9.3301276427038e-11,0.006804048083722591,0.002268016095996979
10,3.9999999999999996e-05,,0.4309510560830435,0.0003075863351114094,0.0007334772381000221,0.11491978168487549,0.03865361508602897,0.38274696125433993,1.1096706886704055e-10,6.969115202082321e-05,0.011654708534479141,0.0039081332658223444
11,3.9999999999999996e-05,,0.3901701912283898,0.00047715124674141407,0.0073242876678705215,0.1786598265171051,0.06215375514390568,0.3575842197124774,1.1096706886704055e-10,0.009280789643526077,0.3161633312702179,0.10848137367490368
12,3.998784699903096e-05,,0.35678065588076924,0.0024308227002620697,0.08063367009162903,0.2466491311788559,0.10990454132358234,0.31527071560804654,1.1096706886704055e-10,0.08833816647529602,0.2228439599275589,0.10372737550460732
13,3.995140280268349e-05,,0.3284443917870521,0.005224141757935286,0.1812715232372284,0.3324311077594757,0.17297559091821313,0.2876681169638267,0.0003155044687446207,0.4106484055519104,0.4100092053413391,0.27365770512066473
14,3.989071181259705e-05,,0.3048850702742734,0.008625969290733337,0.31572896242141724,0.3988271653652191,0.2410606990257899,0.26801414100023424,0.05529653653502464,0.34477874636650085,0.3732079863548279,0.2577610897521178
15,3.9805847971394324e-05,,0.2848424190282821,0.02327551692724228,0.3999013900756836,0.45113813877105713,0.29143834859132767,0.24163785347571737,0.0044081988744437695,0.4322202205657959,0.48263806104660034,0.30642216016228
16,3.9696914672593547e-05,,0.2671766617397468,0.05037486553192139,0.4512839913368225,0.5030786395072937,0.3349124987920125,0.22487207788687485,0.07594750076532364,0.5313602685928345,0.5377827882766724,0.3816968525449435
17,3.956404463463942e-05,,0.24928497056166316,0.08628381043672562,0.49100548028945923,0.5324414968490601,0.36991026252508163,0.20324955020959562,0.08485572785139084,0.5735171437263489,0.5764164328575134,0.41159643481175107
18,3.940739973920612e-05,,0.23822021529078488,0.14430361986160278,0.5127790570259094,0.558413565158844,0.4051654140154521,0.1934887864268743,0.2160222977399826,0.5402687191963196,0.5600043535232544,0.43876512348651886
19,3.922717083396946e-05,,0.23196233893434218,0.14762786030769348,0.5293685793876648,0.5730549097061157,0.41668378313382465,0.17886192007706714,0.20078472793102264,0.6143331527709961,0.6271349191665649,0.4807509332895279
20,3.9023577500088314e-05,,0.21657287761569016,0.20791415870189667,0.565460741519928,0.6190831065177917,0.46415266891320545,0.18074391982876337,0.31837090849876404,0.5508348941802979,0.5842432379722595,0.4844830135504405
21,3.879686778467887e-05,,0.20560785760482153,0.26118403673171997,0.5854280591011047,0.6450440287590027,0.4972187081972758,0.1723186276279963,0.3074970841407776,0.5564345717430115,0.5677611231803894,0.47723092635472614
22,3.854731789860741e-05,,0.19655039305488275,0.2998790144920349,0.6013718843460083,0.6586583852767944,0.5199697613716125,0.15911788493394852,0.453641802072525,0.6147531867027283,0.6566644310951233,0.5750198066234589
23,3.8275231879969885e-05,,0.19162075462440653,0.3252602815628052,0.6178117990493774,0.6758474111557007,0.5396398305892944,0.1670131560128469,0.342816561460495,0.5833026170730591,0.6450547575950623,0.5237246453762054
24,3.798094122366838e-05,,0.18275504946708673,0.3661001920700073,0.6295017004013062,0.6923152208328247,0.562639037768046,0.161870819158279,0.4152672588825226,0.6042956113815308,0.65277498960495,0.5574459532896677
25,3.766480447753559e-05,,0.17276128423710663,0.38365209102630615,0.6402086615562439,0.7053898572921753,0.5764168699582418,0.1553658608060617,0.4667219817638397,0.5599848031997681,0.6564295887947083,0.5610454579194387
26,3.7327206805499554e-05,,0.16388383028407894,0.4383563697338104,0.6592935919761658,0.7333518862724304,0.6103339493274689,0.15995260414022663,0.4184721112251282,0.5971636176109314,0.6591500043869019,0.5582619110743204
27,3.6968559518320695e-05,,0.15673373925189182,0.4629420340061188,0.672235369682312,0.7588364481925964,0.631337950627009,0.15852547780825546,0.46489837765693665,0.5755658149719238,0.6650866270065308,0.5685169398784637
