,pretrain_lr_mean,pretrain_reg_loss_mean,pretrain_mi_mean,pretrain_individual_mis_Conv5,pretrain_individual_mis_Up_conv2,pretrain_individual_mis_Up_conv3,pretrain_uda_mean,pretrain_iic_weight_mean,pretrain_uda_weight_mean
0,1e-06,0.03732987767085432,0.003151273553570112,5.838496440143594e-05,0.005921934268747771,0.0034735011386995518,0.0037645005085505524,0.1,10.0
1,3.09e-05,-0.0027593137059981616,0.0695004145754501,0.16123695130925622,0.014146861274105802,0.03311742724540333,0.00041907278818447,0.1,10.0
2,6.0799999999999994e-05,-0.024585073714454966,0.25611025994022674,0.45767207826177286,0.05490615037580335,0.2557525293280681,0.00010259526958786102,0.1,10.0
3,9.07e-05,-0.040952982921153305,0.41685256034135804,0.5741486164927485,0.1654774993409711,0.5109315344691273,7.322738170235731e-05,0.1,10.0
4,0.00012059999999999999,-0.058140864868958815,0.5879456156492234,0.7603894491990407,0.29920722867051786,0.7042401274045306,6.536974264236048e-05,0.1,10.0
5,0.0001505,-0.07251730542629956,0.731082697312037,0.9234758478403089,0.4328989708423613,0.8368732074896496,5.909657128237695e-05,0.1,10.0
6,0.0001804,-0.08729829430580145,0.8788264218966163,1.094012230237325,0.6443130415678026,0.8981539098421737,5.84349091877812e-05,0.1,10.0
7,0.0002103,-0.10000178871055442,1.005478086272875,1.2557974823315936,0.8367629349231718,0.9238737513621652,5.4602143221321376e-05,0.1,10.0
8,0.00024019999999999998,-0.10678931189080076,1.071399481296539,1.345456100702285,0.9246462045113246,0.9440960596005121,3.5063776501071226e-05,0.1,10.0
9,0.0002701,-0.11345069540043673,1.1373123224576318,1.4112967030207315,0.9679072898626327,1.0327328932285302,2.8053827548622674e-05,0.1,10.0
10,0.0003,-0.12144647091627123,1.2176115051905314,1.5041298254330957,0.9787284678220745,1.1699761168162033,3.146814792065318e-05,0.1,10.0
11,0.0003,-0.1254253610471883,1.256799767812093,1.5607564385732022,0.9999757595856981,1.2096669868628183,2.5461826092699386e-05,0.1,10.0
12,0.0002999086545115134,-0.12854449672003582,1.2875070385138192,1.6261035843690235,1.014123571713766,1.2222938247521717,2.0620955103064873e-05,0.1,10.0
13,0.0002996347293364606,-0.13087816104292857,1.3110508183638265,1.676478151480357,1.0186999299128843,1.2379742443561552,2.2692360112159814e-05,0.1,10.0
14,0.00029917855821047257,-0.13582069069147118,1.361450673739115,1.6803825612862904,1.0216435686747234,1.3823257331053418,3.2437976369692495e-05,0.1,10.0
15,0.0002985406969077985,-0.14012944621344406,1.404345349868138,1.730728248357773,1.0555337319771432,1.4267739041646315,3.050921844684729e-05,0.1,10.0
16,0.0002977219225641806,-0.14349122072259574,1.4370704321066536,1.7677048261960349,1.0674324405193316,1.476073879003524,2.158252585407658e-05,0.1,10.0
17,0.0002967232327300342,-0.15004081572095562,1.5026790769894913,1.7838270676136023,1.0728175274531042,1.651392467816671,2.2709454149965812e-05,0.1,10.0
