,tra_lr_mean,tra_reg_weight_mean,tra_sup_loss_mean,tra_sup_dice_DSC1,tra_sup_dice_DSC2,tra_sup_dice_DSC3,tra_sup_dice_DSC_mean,val_loss_mean,val_dice_DSC1,val_dice_DSC2,val_dice_DSC3,val_dice_DSC_mean
0,1e-07,,1.4454804770151783,0.04507291689515114,0.060197893530130386,0.048376865684986115,0.05121589203675588,1.5851179361343384,0.0655587688088417,0.024070607498288155,0.013662032783031464,0.034430469696720443
1,4.09e-06,,1.2138271061579382,0.03986520320177078,0.054671887308359146,0.07963144779205322,0.05805617943406105,1.2156693155948934,0.08054689317941666,0.01980152167379856,0.06300102919340134,0.05444981468220552
2,8.079999999999999e-06,,1.0226790904998782,0.06500579416751862,0.04533768817782402,0.11978773027658463,0.07671040420730908,1.1025502612957585,0.14436984062194824,0.0390511117875576,0.1821233034133911,0.12184808527429898
3,1.207e-05,,0.9083017321427662,0.06544320285320282,0.044169336557388306,0.17447371780872345,0.09469541907310486,0.9501813604281499,0.0659811869263649,0.07171393185853958,0.21606113016605377,0.11791874965031941
4,1.606e-05,,0.8055233675241469,0.024634845554828644,0.018207089975476265,0.1983656883239746,0.08040254128475983,0.800933273938986,0.0053663067519664764,0.00548248365521431,0.1988019347190857,0.06988357504208882
5,2.005e-05,,0.7089446109533312,0.009927598759531975,0.003457514103502035,0.19931668043136597,0.0709005977648,0.6758861404198866,8.91679446795024e-05,4.402149352245033e-05,0.08696212619543076,0.02903177187787757
6,2.404e-05,,0.6201451853911084,0.0038364101201295853,0.00010080642095999792,0.14368602633476257,0.04920774762528405,0.6023896932601928,1.1085266732324683e-10,5.1174109103158116e-05,0.07702815532684326,0.025693109848933027
7,2.803e-05,,0.5456176382303239,0.009459743276238441,2.909046997956466e-05,0.07282843440771103,0.02743908938464301,0.5033061366814834,1.1094737628614126e-10,9.330113764915993e-11,0.08842863142490387,0.02947621054305079
8,3.2019999999999995e-05,,0.4829273803035417,0.009396485984325409,4.429769978742115e-05,0.12985844910144806,0.046433077595186965,0.4464788540051533,1.1096619456640866e-10,1.0231948181171902e-05,0.10520618408918381,0.03507213871611039
9,3.601e-05,,0.42670356899499884,0.0029325170908123255,0.0023591958452016115,0.24635952711105347,0.0838837466823558,0.37692468670698315,1.1096706886704055e-10,0.004049015697091818,0.13582424819469452,0.04662442133425113
10,3.9999999999999996e-05,,0.3735502773523326,0.0006776498630642891,0.13801325857639313,0.38507524132728577,0.1745887165889144,0.33680985524104184,1.1096142060740277e-10,0.3575255572795868,0.43730711936950684,0.264944225586685
11,3.9999999999999996e-05,,0.32136431559920287,0.001960516208782792,0.39712780714035034,0.5152551531791687,0.3047811588427673,0.3686936921798266,0.00010322059824829921,0.40145114064216614,0.4192706346511841,0.2736083319638662
12,3.998784699903096e-05,,0.2826295273005962,0.0014987504109740257,0.47720298171043396,0.5848135352134705,0.35450508911162615,0.2634357145199409,0.0005282899364829063,0.3521558344364166,0.2708791494369507,0.2078544246032834
13,3.995140280268349e-05,,0.25448372448484124,0.0027241441421210766,0.5397851467132568,0.6125071048736572,0.3850054652430117,0.2229041583262957,0.01214518304914236,0.5381163358688354,0.6241205930709839,0.39146070399632055
14,3.989071181259705e-05,,0.23093451231718062,0.022257162258028984,0.5712534189224243,0.6475712060928345,0.4136939290910959,0.206173096711819,0.05461807921528816,0.5621095299720764,0.6151666641235352,0.4106314244369666
15,3.9805847971394324e-05,,0.21309131299455958,0.1201726645231247,0.6060581803321838,0.6767690181732178,0.4676666210095088,0.19851733715488362,0.18387208878993988,0.46319735050201416,0.5916266441345215,0.4128986944754918
16,3.9696914672593547e-05,,0.2019565236568451,0.20872721076011658,0.6228051781654358,0.6898890733718872,0.5071404874324799,0.17673991849789256,0.32124531269073486,0.5267137289047241,0.647741436958313,0.49856682618459064
17,3.956404463463942e-05,,0.1872932809342941,0.30810919404029846,0.633395791053772,0.7011775970458984,0.547560860713323,0.16999220676147017,0.34766727685928345,0.5375476479530334,0.6602346301078796,0.5151498516400655
18,3.940739973920612e-05,,0.17843551002442834,0.41871365904808044,0.6493333578109741,0.7105423808097839,0.5928631325562795,0.1716796033657514,0.4731733500957489,0.5701098442077637,0.6614862084388733,0.5682564675807953
19,3.922717083396946e-05,,0.167883311510086,0.4598104655742645,0.6640920042991638,0.7288333177566528,0.6175785958766937,0.15442271874501157,0.45063015818595886,0.5978198647499084,0.6467623710632324,0.5650707979997
20,3.9023577500088314e-05,,0.15397687762975684,0.5271891355514526,0.6825487017631531,0.7586658000946045,0.6561345458030701,0.1510373127575104,0.5372856259346008,0.6097061038017273,0.6572356224060059,0.601409117380778
21,3.879686778467887e-05,,0.14241674803197385,0.5651915073394775,0.7019326090812683,0.7776380777359009,0.6815873980522156,0.14085273702557272,0.5939745306968689,0.6267601251602173,0.6351495385169983,0.6186280647913615
