,tra_lr_mean,tra_sup_loss_mean,tra_sup_dice_DSC1,tra_sup_dice_DSC2,tra_sup_dice_DSC3,tra_sup_dice_DSC_mean,val_loss_mean,val_dice_DSC1,val_dice_DSC2,val_dice_DSC3,val_dice_DSC_mean
0,1e-07,1.1152613957722994,0.04203341156244278,0.020083751529455185,0.21408672630786896,0.09206796313325565,1.0898802417975204,0.042007870972156525,0.02464139275252819,0.2682937681674957,0.11164767729739349
1,2.09e-06,1.079182586669921,0.05819043144583702,0.025659188628196716,0.4126192629337311,0.16548962766925493,1.036975681781769,0.0836450606584549,0.0368460975587368,0.541927695274353,0.22080628449718157
2,4.08e-06,1.0031324414412184,0.13649213314056396,0.08062213659286499,0.623803973197937,0.280306080977122,0.9450286718515251,0.22777333855628967,0.20072920620441437,0.7115557193756104,0.3800194213787715
3,6.07e-06,0.9001873062054316,0.2525613009929657,0.4442564845085144,0.7674899101257324,0.48810256520907086,0.8434552687865036,0.378605455160141,0.5821171998977661,0.7964571714401245,0.5857266088326772
4,8.059999999999999e-06,0.8141727375984196,0.38636958599090576,0.6889070272445679,0.8334481716156006,0.636241594950358,0.7758104273906122,0.49628186225891113,0.6790471076965332,0.8389671444892883,0.6714320381482443
5,1.005e-05,0.759873194297155,0.5028277635574341,0.7491405606269836,0.8649516105651855,0.7056399782498678,0.7307564478654127,0.6032506227493286,0.7116217017173767,0.8685365319252014,0.7278029521306356
6,1.204e-05,0.7160237542788181,0.6014724969863892,0.7873638868331909,0.8893676400184631,0.7594013412793478,0.6890417291567876,0.6864389777183533,0.740754246711731,0.8817099928855896,0.7696344057718912
7,1.4030000000000001e-05,0.6796854478120811,0.6780914664268494,0.8102749586105347,0.8920397758483887,0.7934687336285909,0.6538637188764718,0.7312794923782349,0.7560949325561523,0.878802478313446,0.7887256344159445
8,1.602e-05,0.6454858326911928,0.7291221618652344,0.8291256427764893,0.9063478708267212,0.8215318918228149,0.6177167869531193,0.7542275190353394,0.7756973505020142,0.8965370655059814,0.808820645014445
9,1.801e-05,0.6119721672932311,0.7598344683647156,0.8392846584320068,0.9099280834197998,0.8363490700721741,0.5940348070401411,0.7694458365440369,0.7694460153579712,0.8980743288993835,0.8123220602671305
10,1.9999999999999998e-05,0.5791404279073086,0.8037219047546387,0.8477569222450256,0.9122620820999146,0.854580303033193,0.5526942335642301,0.7633202075958252,0.7756254076957703,0.8999324440956116,0.812959353129069
11,1.9999999999999998e-05,0.5465004807710648,0.8195708394050598,0.8577011823654175,0.9213885068893433,0.8662201762199402,0.5226886260967988,0.7962919473648071,0.7992913722991943,0.9109323024749756,0.835505207379659
12,1.9993938728840002e-05,0.5154138497511542,0.8415729403495789,0.8653626441955566,0.9251334071159363,0.8773563305536906,0.4952694876835897,0.7870302200317383,0.7883386611938477,0.9063938856124878,0.8272542556126913
13,1.997576230008525e-05,0.4863872820138934,0.8547782897949219,0.8725103139877319,0.9324808716773987,0.8865898251533508,0.47437762526365435,0.7941407561302185,0.7940837144851685,0.910471498966217,0.8328986565272013
14,1.9945492858914318e-05,0.4608288753032683,0.8655227422714233,0.8734273314476013,0.930039644241333,0.8896632393201193,0.4426959122602756,0.8019394874572754,0.8117486238479614,0.906459629535675,0.8400492469469706
15,1.9903167283978623e-05,0.4358871421217919,0.8710256814956665,0.8789963722229004,0.9324150085449219,0.894145687421163,0.4179913401603699,0.791766881942749,0.812385618686676,0.9115541577339172,0.8385688861211141
16,1.9848837142471467e-05,0.4125023453434309,0.8776842355728149,0.8814010620117188,0.9353589415550232,0.8981480797131857,0.40154103017770326,0.7985307574272156,0.8039524555206299,0.9119804501533508,0.8381545543670654
17,1.9782568627301364e-05,0.39006745219230665,0.8829159736633301,0.885338544845581,0.9379879236221313,0.9020808140436808,0.37696004372376657,0.7990277409553528,0.8138229250907898,0.9133366346359253,0.8420624335606893
18,1.9704442476446162e-05,0.36755110482374803,0.8916513919830322,0.8906697034835815,0.9410823583602905,0.9078011512756348,0.3572817605275374,0.8099216818809509,0.8271260261535645,0.9159719944000244,0.8510065674781799
19,1.9614553874586273e-05,0.3478814353545509,0.8899253606796265,0.890930712223053,0.9423146843910217,0.907723585764567,0.3436569422483445,0.8010212182998657,0.8101322054862976,0.9042448997497559,0.8384661078453064
20,1.951301233713678e-05,0.32844643990198763,0.8998117446899414,0.8940086364746094,0.9437074065208435,0.9125092625617981,0.3216776756139902,0.8139094710350037,0.8246333599090576,0.9127224087715149,0.8504217465718588
21,1.9399941576819787e-05,0.3102732922633488,0.9008921384811401,0.8959192037582397,0.9426224827766418,0.913144608338674,0.30414010469730085,0.817416787147522,0.8307482004165649,0.9172943234443665,0.8551531036694845
22,1.9275479352939535e-05,0.29304271618525224,0.903571367263794,0.896492600440979,0.9424561262130737,0.9141733646392822,0.28976334746067334,0.8045754432678223,0.8126935362815857,0.894468367099762,0.83724578221639
23,1.913977730354388e-05,0.2750152720014254,0.9076026678085327,0.8981806635856628,0.9436852335929871,0.9164895216623942,0.2690219374803396,0.8063803315162659,0.8263841867446899,0.9069162011146545,0.8465602397918701
24,1.899300076067671e-05,0.25866886615753165,0.909473180770874,0.9008073210716248,0.9451752305030823,0.9184852441151937,0.25426515306417763,0.80756676197052,0.8159487843513489,0.9143752455711365,0.8459635972976685
25,1.8835328548946324e-05,0.2426815677682558,0.9108268022537231,0.9025633335113525,0.9457623958587646,0.9197175105412801,0.24225568484801516,0.8104945421218872,0.8235818147659302,0.9198711514472961,0.8513158361117045
26,1.8666952767655167e-05,0.2284308970967928,0.9140722751617432,0.9034684896469116,0.9476528763771057,0.9217312137285868,0.23072139632243374,0.7830578088760376,0.8103559017181396,0.8844020962715149,0.8259386022885641
27,1.8488078556756437e-05,0.2155909502506256,0.9179025292396545,0.9030117988586426,0.9457998871803284,0.9222380717595419,0.21425760881258893,0.8042438626289368,0.8276318311691284,0.9229267835617065,0.8516008257865906
28,1.8298923846922662e-05,0.20248603244622554,0.9183605909347534,0.9064497351646423,0.9491204023361206,0.9246435761451721,0.20565213148410505,0.798672616481781,0.8314263820648193,0.9207532405853271,0.8502840797106425
29,1.8099719094030724e-05,0.19132244726022085,0.917779803276062,0.9060298204421997,0.9485853910446167,0.9241316715876261,0.19400872576695222,0.8041719794273376,0.8262938261032104,0.9162914156913757,0.8489190737406412
30,1.789070699838688e-05,0.1798338548839092,0.9219392538070679,0.9084501266479492,0.9497767686843872,0.9267220497131348,0.18315572578173417,0.7934644222259521,0.8251895308494568,0.9180688261985779,0.8455742597579956
31,1.7672142209033828e-05,0.169464802692334,0.9221238493919373,0.9090046882629395,0.950574517250061,0.9272343516349792,0.17453345828331432,0.8178642392158508,0.8292644619941711,0.9171016812324524,0.8547434608141581
