,tra_lr_mean,tra_reg_weight_mean,tra_sup_loss_mean,tra_reg_loss_mean,tra_sup_dice_DSC1,tra_sup_dice_DSC2,tra_sup_dice_DSC3,tra_sup_dice_DSC_mean,tra_mi_mean,tra_individual_mis_Conv5,tra_individual_mis_Up_conv2,tra_individual_mis_Up_conv3,val_loss_mean,val_dice_DSC1,val_dice_DSC2,val_dice_DSC3,val_dice_DSC_mean
0,1e-07,0.1,1.613223791122436,-0.0023918496118858455,0.04144427180290222,0.11058947443962097,0.029712418094277382,0.060582054778933525,0.0023918496118858455,7.822407319984839e-05,0.004082021433083962,0.0030153031134977923,1.5790512515948367,0.07235322147607803,0.08473939448595047,0.034639567136764526,0.06391072769959767
1,4.09e-06,0.1,1.5344960856437688,-0.003322920283923547,0.04150686785578728,0.11174453794956207,0.06860479712486267,0.07395206764340401,0.003322920283923547,0.0001437620505522828,0.0063192943429263935,0.003505704166212429,1.5330847868552575,0.06780368834733963,0.0866914764046669,0.16674508154392242,0.10708008209864299
2,8.079999999999999e-06,0.1,1.394006221691767,-0.005448098305302362,0.06560050696134567,0.1162639707326889,0.13087224960327148,0.10424557576576869,0.005448098305302362,0.0010725776742500181,0.009394284295849507,0.00587743244832382,1.3782656192779543,0.10260266810655594,0.08855871111154556,0.2600878179073334,0.15041639904181162
3,1.207e-05,0.1,1.2614727866649624,-0.010842316815784825,0.08441013097763062,0.12423703074455261,0.26272475719451904,0.1571239729722341,0.010842316815784825,0.010964870160181214,0.010598231580418841,0.010963847773770487,1.2588732609382043,0.0884813591837883,0.0911194309592247,0.4530089497566223,0.21086991329987845
4,1.606e-05,0.1,1.1261260978380836,-0.030282661394837006,0.11478379368782043,0.13582482933998108,0.4181345999240875,0.22291440765062967,0.030282661394837006,0.05986363901300746,0.012859291414109374,0.01812505126309892,1.1191176817967339,0.15186770260334015,0.13641250133514404,0.6067546606063843,0.2983449548482895
5,2.005e-05,0.1,1.0301374439398459,-0.059119417633240426,0.12005219608545303,0.18353736400604248,0.5697140693664551,0.29110120981931686,0.059119417633240426,0.1378033353877254,0.01500937936827541,0.02454553338931874,1.0159808649466588,0.12072572857141495,0.1562517136335373,0.6219433546066284,0.2996402656038602
6,2.404e-05,0.1,0.946279606223107,-0.09732055864296855,0.13504068553447723,0.24166300892829895,0.6434993743896484,0.34006768961747486,0.09732055864296855,0.24582262747300176,0.01907295819061498,0.027066082134066766,0.9547613125581008,0.1844649761915207,0.26682835817337036,0.67838054895401,0.37655796110630035
7,2.803e-05,0.1,0.866110601425171,-0.1220238564287622,0.16267836093902588,0.30113282799720764,0.6711148619651794,0.3783086836338043,0.1220238564287622,0.306215960327536,0.027380372869471696,0.03247522586801402,1.0099118122687707,0.07116878032684326,0.12072497606277466,0.5123190879821777,0.23473761479059854
8,3.2019999999999995e-05,0.1,0.7879086589813235,-0.13769591215997937,0.15367822349071503,0.32193711400032043,0.6830270290374756,0.38621412217617035,0.13769591215997937,0.33015367645149446,0.03989249322563412,0.04304155785590412,0.919714801586591,0.15911352634429932,0.17144574224948883,0.6677556037902832,0.3327716241280238
9,3.601e-05,0.1,0.7055738912026089,-0.16793363029758143,0.16270369291305542,0.3568538725376129,0.7018979787826538,0.40715184807777405,0.16793363029758143,0.3797519978508356,0.06028797384351494,0.06376090518509349,1.003003899867718,0.12496581673622131,0.13489140570163727,0.661321222782135,0.30705948173999786
10,3.9999999999999996e-05,0.1,0.6316898908217746,-0.18107743722697095,0.1635362058877945,0.45219653844833374,0.7613343000411987,0.45902234812577564,0.18107743722697095,0.3685382825105142,0.08340072327603901,0.09129329279686012,0.967678766984206,0.10750959813594818,0.14086951315402985,0.684716522693634,0.31103187799453735
11,3.9999999999999996e-05,0.1,0.5520814080039662,-0.22369669531782482,0.1454831063747406,0.5123239755630493,0.8150112628936768,0.4909394482771556,0.22369669531782482,0.41293872221683464,0.11666677107413607,0.1414845738063256,0.9612068923620075,0.0947568416595459,0.1672339290380478,0.6217101216316223,0.29456696410973865
12,3.998784699903096e-05,0.1,0.48628669053316137,-0.25633150756359085,0.1371426284313202,0.5471717119216919,0.8260542750358582,0.5034562051296234,0.25633150756359085,0.41111861221725127,0.15297769362727814,0.20489819675683968,0.5996671788967572,0.14611756801605225,0.3966429531574249,0.7902395725250244,0.4443333645661672
13,3.995140280268349e-05,0.1,0.4314647316932677,-0.30169350465138733,0.14978736639022827,0.5769811868667603,0.844831109046936,0.5238665541013082,0.30169350465138733,0.42945608591660844,0.18990966183443858,0.28571473931272834,0.6612154956047351,0.26253876090049744,0.3036630153656006,0.7540054321289062,0.4400690694650014
14,3.989071181259705e-05,0.1,0.3751168991128601,-0.34010720302661285,0.1878693699836731,0.6115288138389587,0.8605434894561768,0.5533138910929362,0.34010720302661285,0.4418149070307844,0.2194977798064549,0.3590088921785355,0.6597837404562877,0.33796778321266174,0.312755823135376,0.773547887802124,0.4747571647167206
15,3.9805847971394324e-05,0.1,0.33599367280801123,-0.3882152652740479,0.2955191433429718,0.6489570140838623,0.8620935678482056,0.6021899084250132,0.3882152652740479,0.46823523860735183,0.26050366729497876,0.4359068481127422,0.4517200921590511,0.4428037703037262,0.48421671986579895,0.8245320320129395,0.5838508407274882
16,3.9696914672593547e-05,0.1,0.2935750629504522,-0.4183038632074993,0.4205034077167511,0.7074000835418701,0.8777206540107727,0.6685413817564646,0.4183038632074993,0.4749484239735951,0.29334209988514565,0.4866210210323333,0.6100996996347722,0.24637910723686218,0.3913593292236328,0.7161589860916138,0.45129914085070294
17,3.956404463463942e-05,0.1,0.26073506583770123,-0.4463303609192371,0.49240177869796753,0.7608786821365356,0.8849573135375977,0.7127459247907003,0.4463303609192371,0.48919295808921276,0.3255288179218768,0.5242692687114081,0.7802759110927584,0.13503392040729523,0.45946261286735535,0.7841553688049316,0.4595506340265274
18,3.940739973920612e-05,0.1,0.23461974774797748,-0.47718255033095675,0.5861904621124268,0.7987060546875,0.8880413770675659,0.7576459646224976,0.47718255033095675,0.511541617481659,0.35943718423446014,0.5605688071250919,0.5838078948167653,0.25569528341293335,0.6732327342033386,0.8204989433288574,0.5831423203150431
19,3.922717083396946e-05,0.1,0.21128039628267278,-0.5003999659419058,0.641165018081665,0.814349353313446,0.899472713470459,0.7849956949551901,0.5003999659419058,0.524579374229846,0.39079945604006444,0.5858210231860472,0.2806937299095667,0.5759283900260925,0.713667094707489,0.8376957178115845,0.7090970675150553
20,3.9023577500088314e-05,0.1,0.18635180855790776,-0.5196556462844213,0.7067743539810181,0.825009822845459,0.9044338464736938,0.8120726744333903,0.5196556462844213,0.5257140337334324,0.42709383984406774,0.6061590245366094,0.36305178014131695,0.47356146574020386,0.6862982511520386,0.801826536655426,0.6538954178492228
21,3.879686778467887e-05,0.1,0.1644051359345515,-0.5419099426269529,0.7350835204124451,0.8270285725593567,0.9042582511901855,0.8221234480539957,0.5419099426269529,0.5515126310288913,0.4493383792042733,0.624878772298495,0.6970817790581629,0.23411887884140015,0.647222101688385,0.7506058812141418,0.5439822872479757
22,3.854731789860741e-05,0.1,0.14835457245508835,-0.5593179108699164,0.7688894271850586,0.8401994705200195,0.9104909300804138,0.8398599425951639,0.5593179108699164,0.5608057110756636,0.47900095889965694,0.638147014975548,0.32995244746024793,0.5565385818481445,0.6912545561790466,0.7791855335235596,0.6756595571835836
23,3.8275231879969885e-05,0.1,0.1371746713171404,-0.5753892230987551,0.7821692824363708,0.843030571937561,0.911481499671936,0.8455604513486227,0.5753892230987551,0.5697347042709591,0.5074823308984442,0.6489505851268765,0.3956982241227076,0.4123508036136627,0.6802360415458679,0.7701361775398254,0.6209076742331187
