,tra_lr_mean,tra_reg_weight_mean,tra_sup_loss_mean,tra_reg_loss_mean,tra_sup_dice_DSC1,tra_sup_dice_DSC2,tra_sup_dice_DSC3,tra_sup_dice_DSC_mean,tra_mi_mean,tra_individual_mis_Conv5,tra_individual_mis_Up_conv2,tra_individual_mis_Up_conv3,tra_uda_mean,tra_iic_weight_mean,tra_uda_weight_mean,val_loss_mean,val_dice_DSC1,val_dice_DSC2,val_dice_DSC3,val_dice_DSC_mean
0,1e-07,1.0,1.6132247781753548,0.03461798726425816,0.041454069316387177,0.11064799875020981,0.029647083953022957,0.06058305067320665,0.0023922922198350255,7.821023981560884e-05,0.004084978265066942,0.0030136879052345958,0.006971443307508407,0.1,5.0,1.5786162064625668,0.07240700721740723,0.08478755503892899,0.03455577418208122,0.06391677881280582
1,4.09e-06,1.0,1.533337667783101,0.023639538231849055,0.0424046590924263,0.11177187412977219,0.06661032885313034,0.07359562069177628,0.0034774997108615925,0.00014058750318814842,0.006670608248095962,0.0036213030417760195,0.004797457622480577,0.1,5.0,1.526295510622171,0.07157725095748901,0.0865960419178009,0.17540641129016876,0.11119323472181956
2,8.079999999999999e-06,1.0,1.3988514967759436,0.011344794249550132,0.06493870913982391,0.11514811217784882,0.13948053121566772,0.10652245084444682,0.0055471111050186045,0.0010863022312196339,0.009849052398155136,0.005705978209152822,0.0023799010692164284,0.1,5.0,1.3932599975512576,0.10147403180599213,0.08786827325820923,0.27429819107055664,0.15454683204491934
3,1.207e-05,1.0,1.271812426249186,0.011560108682606367,0.08757135272026062,0.12329611927270889,0.27246055006980896,0.16110934068759283,0.011565111495244012,0.013768154954426185,0.010843441168156763,0.010083737390426287,0.002543323970943068,0.1,5.0,1.2425525646943314,0.103003591299057,0.0907006561756134,0.47172364592552185,0.2218092978000641
4,1.606e-05,1.0,1.1342314314842228,0.00885873445076868,0.11843020468950272,0.13254275918006897,0.41478049755096436,0.22191782047351202,0.032705163356537635,0.06789766956501506,0.01309315061662346,0.017124667033397902,0.0024258501730704063,0.1,5.0,1.1285739816152134,0.1525440514087677,0.13676710426807404,0.6280266046524048,0.30577925344308216
5,2.005e-05,1.0,1.0332679615418123,0.0035280942567624163,0.14124402403831482,0.17655527591705322,0.5862746238708496,0.3013579746087392,0.06444811730335159,0.15409205813193702,0.014844296729813022,0.024407991017991047,0.001994581217683542,0.1,5.0,1.0299215683570278,0.13988907635211945,0.14801035821437836,0.6205925941467285,0.3028306762377421
6,2.404e-05,1.0,0.9481734291712446,-0.0014478243631310763,0.1696518063545227,0.24051162600517273,0.6526205539703369,0.35426132877667743,0.10410218541199961,0.26334622426579374,0.020186450056110826,0.02877387459079423,0.0017924788728123536,0.1,5.0,0.9621984247977916,0.2584664821624756,0.3038240075111389,0.6866816878318787,0.41632405916849774
7,2.803e-05,1.0,0.8678912768761322,-0.0036326516737851004,0.19557242095470428,0.3320080637931824,0.6896560192108154,0.4057455013195674,0.1280747700234254,0.31943980937823646,0.028644288790722696,0.036140201838376615,0.0018349651078460743,0.1,5.0,0.96152175619052,0.1224709153175354,0.1884903460741043,0.547188401222229,0.28604988753795624
8,3.2019999999999995e-05,1.0,0.7884208353360492,-0.004871483327200019,0.2000720202922821,0.39700084924697876,0.7105569839477539,0.43587661782900494,0.14516142728428044,0.3431088875948143,0.041714225628723664,0.05066115569944184,0.0019289319269591954,0.1,5.0,0.8652141002508311,0.14796631038188934,0.2758556008338928,0.6555188298225403,0.35978024701277417
9,3.601e-05,1.0,0.7074354545275368,-0.006905732159502807,0.21668961644172668,0.4502750039100647,0.7389558553695679,0.46864015857378644,0.17588557889064152,0.389649257445708,0.06186224961653352,0.07614521737520889,0.002136565208590281,0.1,5.0,0.9268424052458543,0.14107070863246918,0.24141129851341248,0.6758307218551636,0.3527709096670151
10,3.9999999999999996e-05,1.0,0.6313934274514511,-0.00917525424311559,0.23722214996814728,0.542363703250885,0.7900427579879761,0.5232095370690028,0.1968059359490872,0.3887109766838451,0.08653516684969263,0.11517164607842757,0.0021010679329629073,0.1,5.0,0.9177751976710098,0.14400479197502136,0.2070121467113495,0.7382378578186035,0.36308493216832477
11,3.9999999999999996e-05,1.0,0.5554271058241524,-0.012553017763420944,0.2351170778274536,0.589400053024292,0.8214948773384094,0.5486706693967184,0.24552035741508008,0.4418146261634926,0.12034687285621963,0.17439955008526634,0.0023998036600338933,0.1,5.0,0.9075973698726065,0.0670430064201355,0.26238465309143066,0.6418586373329163,0.3237620989481608
12,3.998784699903096e-05,1.0,0.4865650244553883,-0.015413440543537342,0.2697281241416931,0.6494823098182678,0.8427989482879639,0.5873364607493082,0.2782142281035582,0.43347162269249906,0.15830639454225706,0.24286464417974166,0.0024815965550563615,0.1,5.0,0.5316714701744226,0.2623599171638489,0.6349362730979919,0.8253306150436401,0.574208935101827
13,3.995140280268349e-05,1.0,0.43011192450920716,-0.02010072586747508,0.32063132524490356,0.6857544779777527,0.857378363609314,0.6212547222773234,0.32343461617827407,0.4467439852577324,0.19975890646378203,0.32380093062917403,0.0024485472733310103,0.1,5.0,0.534350952276817,0.33003759384155273,0.5722410082817078,0.8002505898475647,0.5675097306569418
14,3.989071181259705e-05,1.0,0.3768299796183903,-0.02293327235927184,0.34953364729881287,0.7200286984443665,0.868979275226593,0.6461805403232574,0.36663233235478426,0.47049603703548226,0.2317351897557576,0.39766573409239475,0.0027459923094526554,0.1,5.0,0.599129040653889,0.3268207013607025,0.5161416530609131,0.8210802674293518,0.5546808739503225
15,3.9805847971394324e-05,1.0,0.3361544155577819,-0.02804949626947444,0.4027053117752075,0.7412578463554382,0.8712424039840698,0.6717351873715719,0.4134740285078687,0.49330581058709266,0.27371618633468947,0.47340004771947863,0.0026595814667719733,0.1,5.0,0.4306568812865478,0.4917181730270386,0.6653081774711609,0.8421232104301453,0.6663831869761149
16,3.9696914672593547e-05,1.0,0.2943056096633276,-0.031701181093230855,0.48447489738464355,0.7756311893463135,0.8865200877189636,0.7155420581499735,0.44871150056521086,0.5067349697339036,0.3090173503756522,0.5303821446498231,0.002633993910664383,0.1,5.0,0.48392149175588905,0.36805030703544617,0.6184500455856323,0.7600722908973694,0.5821908811728159
17,3.956404463463942e-05,1.0,0.2604490267733734,-0.03394481684702139,0.5297583937644958,0.8013516664505005,0.8923137187957764,0.7411412596702576,0.47839906632900253,0.517029193850855,0.34218009899059915,0.57598786264658,0.0027790181206849714,0.1,5.0,0.5943586620000693,0.26259464025497437,0.6308721899986267,0.8341572284698486,0.5758746862411499
18,3.940739973920612e-05,1.0,0.2348886801799139,-0.03749174758171044,0.6168853044509888,0.8156350255012512,0.8956053256988525,0.7760418852170309,0.5099451648195589,0.5359819424773253,0.37938105583190923,0.6144724557797113,0.0027005539196155366,0.1,5.0,0.4313453688071324,0.536660373210907,0.720719575881958,0.8461484313011169,0.701176126797994
19,3.922717083396946e-05,1.0,0.2075278324882189,-0.03955847527210907,0.6893597841262817,0.8297121524810791,0.9037774801254272,0.8076164722442627,0.5325138771533967,0.5498309301348252,0.41183072954416317,0.6358799256881071,0.002738582653303941,0.1,5.0,0.22539641536199126,0.6624947786331177,0.749813973903656,0.8622525334358215,0.7581870953241984
20,3.9023577500088314e-05,1.0,0.18508669788638743,-0.0417434716100494,0.7314249277114868,0.8336954116821289,0.9062685966491699,0.8237963120142618,0.5504988357424738,0.550081436438486,0.4469699818889301,0.6544450491666794,0.002661282564513384,0.1,5.0,0.30792735173152047,0.6148378849029541,0.7467080354690552,0.8485499024391174,0.7366986076037089
21,3.879686778467887e-05,1.0,0.16147267493108922,-0.04376761360714834,0.755224347114563,0.8411412239074707,0.9114585518836975,0.8359413743019104,0.5695229231317838,0.5714895505582296,0.4664612849553427,0.6706178913513816,0.0026369359320960943,0.1,5.0,0.36139336400307137,0.6024076342582703,0.7532786726951599,0.8721703290939331,0.7426188786824545
22,3.854731789860741e-05,1.0,0.14811521021028376,-0.04523639081666867,0.7829620838165283,0.8443288803100586,0.9125051498413086,0.8465987046559652,0.5827025552590692,0.577377441016337,0.49244066307942097,0.6782895165681839,0.002606773088530947,0.1,5.0,0.35264496333323997,0.6302012801170349,0.7078707814216614,0.8206506371498108,0.7195742328961691
23,3.8275231879969885e-05,1.0,0.13373677939176565,-0.04763069723422331,0.8039377331733704,0.8505364656448364,0.9185518026351929,0.8576753338177999,0.5994765353202813,0.5819362486153843,0.5221550428867342,0.6943382622798281,0.002463391454075464,0.1,5.0,0.2645445242524147,0.6729782223701477,0.7592755556106567,0.8474465608596802,0.7599001129468282
24,3.798094122366838e-05,1.0,0.11958516570429004,-0.04942712678884466,0.8236086368560791,0.8574670553207397,0.9190921783447266,0.8667226235071818,0.6127889596422516,0.5918654836962614,0.5409134759505592,0.7055878627300268,0.0023703540388184297,0.1,5.0,0.21895331774766633,0.7278338670730591,0.7562196850776672,0.8299930691719055,0.7713488737742106
25,3.766480447753559e-05,1.0,0.10720408943792181,-0.05028378892069063,0.8256672620773315,0.8613964319229126,0.9255157113075256,0.8708598017692566,0.6202821603417396,0.5906286673371988,0.556333292225996,0.7138844706614816,0.0023488856128339366,0.1,5.0,0.20474860244072401,0.7095182538032532,0.7523317337036133,0.8226165175437927,0.7614888350168864
26,3.7327206805499554e-05,1.0,0.09972311091919737,-0.05292306244373319,0.8371665477752686,0.8639676570892334,0.92516028881073,0.875431497891744,0.6344371886054678,0.602487989415725,0.5785037653644878,0.7223197515805562,0.0021041315145945805,0.1,5.0,0.18635226413607595,0.7595794796943665,0.7963962554931641,0.8953506946563721,0.8171088099479675
27,3.6968559518320695e-05,1.0,0.09064669959247117,-0.054105530486752616,0.8471578359603882,0.8679796457290649,0.9274866580963135,0.8808747132619222,0.6465859714150426,0.6142315729831659,0.5943824447194739,0.7311438365777334,0.0021106135691904148,0.1,5.0,0.1461297396857005,0.7467605471611023,0.79343181848526,0.8870993852615356,0.8090972503026327
28,3.658929957247308e-05,1.0,0.08304505894581475,-0.054941004868596814,0.8522950410842896,0.8702633380889893,0.9294561147689819,0.8840048313140869,0.6546988443533579,0.6186518118903043,0.6084413198630018,0.7370033395290376,0.002105776187672744,0.1,5.0,0.19206669267553547,0.7386792302131653,0.7632049918174744,0.8703855872154236,0.7907566030820211
29,3.6189889037780204e-05,1.0,0.07809551035364472,-0.05554759304349619,0.8561956882476807,0.872216522693634,0.930975079536438,0.8864624301592509,0.6619978723923362,0.6202448531240222,0.6223242756724356,0.7434244245290761,0.0021304391295416305,0.1,5.0,0.14002570567222739,0.7623477578163147,0.7956064939498901,0.8937637805938721,0.8172393441200256
